,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_charge,total_night_minutes,total_night_charge,total_intl_minutes,total_intl_charge,TARGET
3678,204.9,34.83,210.2,17.87,168.8,7.6,11.2,3.02,0
3679,184.1,31.3,126.7,10.77,241.5,10.87,4.7,1.27,0
3680,263.8,44.85,162.8,13.84,149.7,6.74,8.7,2.35,0
3681,283.6,48.21,181.3,15.41,306.1,13.77,8.8,2.38,1
3682,167.5,28.48,175.2,14.89,233.5,10.51,16.1,4.35,0
3683,142.3,24.19,231.5,19.68,205.6,9.25,5.5,1.49,0
3684,167.1,28.41,188.4,16.01,111.4,5.01,9.1,2.46,0
3685,148.3,25.21,184.2,15.66,179.1,8.06,10.9,2.94,0
3686,297.8,50.63,196.0,16.66,213.7,9.62,12.0,3.24,1
3687,144.5,24.57,296.5,25.2,194.3,8.74,12.4,3.35,0
3688,233.4,39.68,296.4,25.19,276.9,12.46,10.3,2.78,1
3689,130.5,22.19,249.5,21.21,219.9,9.9,12.7,3.43,0
3690,133.3,22.66,185.0,15.73,289.0,13.01,9.1,2.46,0
3691,183.7,31.23,270.6,23.0,132.9,5.98,11.2,3.02,0
3692,271.0,46.07,209.9,17.84,193.5,8.71,13.7,3.7,1
3693,122.5,20.83,221.4,18.82,187.5,8.44,10.4,2.81,0
3694,143.3,24.36,170.7,14.51,195.3,8.79,11.4,3.08,0
3695,182.5,31.03,181.5,15.43,199.1,8.96,14.7,3.97,0
3696,110.4,18.77,242.9,20.65,170.4,7.67,13.9,3.75,0
3697,140.8,23.94,303.0,25.76,267.4,12.03,14.1,3.81,0
3698,137.5,23.38,176.0,14.96,210.6,9.48,10.4,2.81,0
3699,115.9,19.7,199.7,16.97,249.3,11.22,10.0,2.7,0
3700,288.2,48.99,129.6,11.02,229.6,10.33,9.6,2.59,0
3701,60.2,10.23,118.1,10.04,230.1,10.35,13.3,3.59,0
3702,125.5,21.34,266.2,22.63,270.4,12.17,5.9,1.59,1
3703,179.6,30.53,262.8,22.34,239.9,10.8,11.1,3.0,0
3704,99.0,16.83,189.4,16.1,156.3,7.03,8.4,2.27,0
3705,155.4,26.42,84.0,7.14,229.1,10.31,5.8,1.57,0
3706,177.4,30.16,204.7,17.4,141.9,6.39,15.0,4.05,0
3707,233.6,39.71,168.0,14.28,276.3,12.43,6.3,1.7,0
3708,210.2,35.73,199.4,16.95,173.3,7.8,9.9,2.67,0
3709,126.8,21.56,243.2,20.67,223.4,10.05,7.1,1.92,0
3710,187.1,31.81,286.1,24.32,188.0,8.46,10.4,2.81,0
3711,155.8,26.49,103.7,8.81,117.2,5.27,8.6,2.32,0
3712,232.1,39.46,150.7,12.81,253.9,11.43,13.0,3.51,0
3713,128.7,21.88,169.8,14.43,207.3,9.33,10.5,2.84,0
3714,224.3,38.13,166.3,14.14,187.0,8.41,11.7,3.16,0
3715,208.9,35.51,145.2,12.34,198.2,8.92,14.9,4.02,0
3716,184.8,31.42,130.6,11.1,175.0,7.88,8.0,2.16,0
3717,121.6,20.67,108.3,9.21,206.3,9.28,12.3,3.32,1
3718,145.0,24.65,230.3,19.58,164.9,7.42,12.7,3.43,0
3719,243.3,41.36,109.2,9.28,176.9,7.96,9.3,2.51,0
3720,214.8,36.52,173.8,14.77,166.7,7.5,10.9,2.94,0
3721,184.5,31.37,197.7,16.8,242.3,10.9,11.2,3.02,0
3722,84.3,14.33,259.5,22.06,197.5,8.89,10.3,2.78,0
3723,142.9,24.29,221.6,18.84,121.4,5.46,15.2,4.1,0
3724,120.6,20.5,238.3,20.26,219.8,9.89,11.4,3.08,0
3725,222.2,37.77,223.1,18.96,164.0,7.38,12.1,3.27,0
3726,219.3,37.28,218.2,18.55,267.6,12.04,15.7,4.24,0
3727,230.2,39.13,174.1,14.8,194.1,8.73,9.0,2.43,0
3728,76.1,12.94,171.2,14.55,246.3,11.08,6.0,1.62,0
3729,147.7,25.11,184.1,15.65,153.5,6.91,12.7,3.43,0
3730,139.4,23.7,261.8,22.25,167.4,7.53,10.5,2.84,0
3731,196.0,33.32,156.3,13.29,200.5,9.02,15.3,4.13,0
3732,160.8,27.34,170.4,14.48,249.2,11.21,7.2,1.94,0
3733,325.4,55.32,127.8,10.86,209.9,9.45,9.3,2.51,1
3734,198.2,33.69,147.1,12.5,199.6,8.98,16.5,4.46,0
3735,168.8,28.7,237.6,20.2,204.3,9.19,5.3,1.43,0
3736,273.8,46.55,123.8,10.52,147.7,6.65,6.9,1.86,0
3737,217.7,37.01,182.0,15.47,113.5,5.11,8.5,2.3,0
3738,93.5,15.9,213.3,18.13,171.7,7.73,8.9,2.4,1
3739,195.4,33.22,204.9,17.42,230.2,10.36,14.0,3.78,0
3740,247.8,42.13,159.1,13.52,201.8,9.08,10.6,2.86,0
3741,162.5,27.63,159.2,13.53,157.2,7.07,9.7,2.62,0
3742,86.1,14.64,222.7,18.93,155.0,6.98,9.0,2.43,0
3743,89.1,15.15,226.6,19.26,249.2,11.21,6.9,1.86,0
3744,189.7,32.25,178.9,15.21,244.7,11.01,9.8,2.65,0
3745,190.8,32.44,196.0,16.66,151.7,6.83,9.9,2.67,0
3746,198.6,33.76,258.0,21.93,245.8,11.06,10.2,2.75,1
3747,176.5,30.01,198.6,16.88,210.2,9.46,7.7,2.08,0
3748,188.3,32.01,214.7,18.25,218.0,9.81,10.2,2.75,0
3749,197.6,33.59,206.4,17.54,169.6,7.63,9.6,2.59,0
3750,208.5,35.45,190.3,16.18,144.7,6.51,12.0,3.24,0
3751,261.0,44.37,144.2,12.26,284.4,12.8,16.3,4.4,0
3752,209.6,35.63,193.1,16.41,239.9,10.8,12.4,3.35,0
3753,157.8,26.83,160.0,13.6,198.8,8.95,13.7,3.7,0
3754,245.4,41.72,260.3,22.13,195.1,8.78,10.5,2.84,1
3755,72.2,12.27,173.4,14.74,130.1,5.85,11.0,2.97,0
3756,100.2,17.03,213.8,18.17,299.8,13.49,7.7,2.08,0
3757,152.9,25.99,205.5,17.47,247.3,11.13,8.0,2.16,0
3758,274.0,46.58,192.2,16.34,125.9,5.67,11.9,3.21,0
3759,215.6,36.65,105.5,8.97,291.7,13.13,11.2,3.02,0
3760,178.2,30.29,254.6,21.64,241.3,10.86,8.5,2.3,0
3761,252.8,42.98,217.6,18.5,107.3,4.83,11.2,3.02,0
3762,216.2,36.75,182.8,15.54,237.9,10.71,7.8,2.11,0
3763,165.1,28.07,290.2,24.67,250.3,11.26,8.1,2.19,0
3764,133.8,22.75,177.1,15.05,185.2,8.33,12.4,3.35,0
3765,217.2,36.92,303.2,25.77,147.3,6.63,14.0,3.78,0
3766,82.1,13.96,201.2,17.1,206.7,9.3,9.6,2.59,0
3767,157.1,26.71,302.0,25.67,317.9,14.31,15.6,4.21,0
3768,205.5,34.94,224.3,19.07,196.1,8.82,9.7,2.62,0
3769,147.6,25.09,284.1,24.15,170.2,7.66,8.1,2.19,1
3770,172.1,29.26,228.0,19.38,269.4,12.12,14.1,3.81,0
3771,206.8,35.16,286.0,24.31,153.9,6.93,12.4,3.35,0
3772,193.3,32.86,240.1,20.41,145.7,6.56,12.2,3.29,0
3773,225.9,38.4,242.0,20.57,144.5,6.5,11.7,3.16,0
3774,202.6,34.44,169.6,14.42,185.8,8.36,11.9,3.21,0
3775,48.4,8.23,139.7,11.87,154.1,6.93,11.5,3.11,0
3776,168.6,28.66,246.0,20.91,269.9,12.15,11.4,3.08,0
3777,142.9,24.29,233.8,19.87,329.2,14.81,10.4,2.81,0
3778,85.2,14.48,153.2,13.02,142.6,6.42,8.2,2.21,0
3779,77.8,13.23,144.4,12.27,75.3,3.39,5.7,1.54,0
3780,179.4,30.5,93.6,7.96,234.6,10.56,14.9,4.02,0
3781,139.8,23.77,247.2,21.01,241.0,10.85,11.7,3.16,0
3782,177.9,30.24,153.9,13.08,251.2,11.3,10.6,2.86,0
3783,101.9,17.32,193.3,16.43,167.5,7.54,15.0,4.05,0
3784,157.5,26.78,223.8,19.02,241.1,10.85,12.2,3.29,0
3785,167.1,28.41,154.4,13.12,244.5,11.0,13.7,3.7,0
3786,124.1,21.1,214.9,18.27,241.3,10.86,13.7,3.7,0
3787,221.4,37.64,313.4,26.64,175.9,7.92,11.8,3.19,0
3788,245.1,41.67,144.6,12.29,227.3,10.23,3.1,0.84,0
3789,135.7,23.07,223.0,18.96,167.5,7.54,9.5,2.57,0
3790,227.9,38.74,101.9,8.66,188.1,8.46,5.1,1.38,0
3791,177.8,30.23,226.5,19.25,221.8,9.98,7.9,2.13,0
3792,189.4,32.2,148.7,12.64,208.9,9.4,11.2,3.02,1
3793,188.3,32.01,167.6,14.25,189.9,8.55,15.6,4.21,0
3794,177.1,30.11,206.0,17.51,254.8,11.47,6.6,1.78,0
3795,128.5,21.85,192.6,16.37,79.0,3.56,9.2,2.48,0
3796,192.9,32.79,219.7,18.67,169.3,7.62,10.9,2.94,0
3797,130.5,22.19,173.3,14.73,192.2,8.65,10.4,2.81,0
3798,201.1,34.19,216.5,18.4,217.4,9.78,11.5,3.11,0
3799,139.8,23.77,58.3,4.96,203.4,9.15,9.7,2.62,0
3800,237.6,40.39,244.9,20.82,188.3,8.47,6.8,1.84,0
3801,197.7,33.61,232.6,19.77,196.7,8.85,12.0,3.24,0
3802,222.1,37.76,245.0,20.83,129.3,5.82,8.1,2.19,0
3803,270.0,45.9,235.5,20.02,194.3,8.74,7.8,2.11,1
3804,211.6,35.97,237.9,20.22,209.4,9.42,14.0,3.78,0
3805,148.7,25.28,204.3,17.37,144.1,6.48,9.8,2.65,0
3806,81.7,13.89,203.0,17.26,181.2,8.15,12.9,3.48,0
3807,143.6,24.41,278.0,23.63,46.7,2.1,12.7,3.43,0
3808,205.3,34.9,171.0,14.54,242.4,10.91,10.1,2.73,0
3809,184.5,31.37,272.5,23.16,190.3,8.56,9.7,2.62,0
3810,140.8,23.94,211.5,17.98,216.9,9.76,12.2,3.29,0
3811,140.8,23.94,252.6,21.47,215.4,9.69,9.1,2.46,0
3812,169.7,28.85,318.6,27.08,246.5,11.09,9.8,2.65,0
3813,168.1,28.58,202.0,17.17,173.2,7.79,10.0,2.7,0
3814,190.1,32.32,181.1,15.39,104.0,4.68,12.5,3.38,0
3815,192.6,32.74,184.0,15.64,173.6,7.81,8.8,2.38,0
3816,234.8,39.92,109.7,9.32,180.3,8.11,10.4,2.81,0
3817,146.4,24.89,196.4,16.69,235.6,10.6,9.4,2.54,0
3818,247.2,42.02,161.9,13.76,170.3,7.66,6.1,1.65,0
3819,234.8,39.92,211.7,17.99,147.0,6.61,7.5,2.03,0
3820,185.9,31.6,232.5,19.76,205.2,9.23,10.2,2.75,0
3821,98.5,16.75,200.3,17.03,252.3,11.35,12.0,3.24,0
3822,304.0,51.68,264.1,22.45,138.1,6.21,7.2,1.94,1
3823,140.3,23.85,235.3,20.0,200.8,9.04,11.8,3.19,0
3824,201.5,34.26,155.2,13.19,249.6,11.23,8.6,2.32,0
3825,191.7,32.59,284.2,24.16,211.7,9.53,12.5,3.38,0
3826,71.2,12.1,233.7,19.86,139.3,6.27,14.0,3.78,0
3827,168.1,28.58,204.0,17.34,260.9,11.74,15.1,4.08,0
3828,178.4,30.33,179.1,15.22,228.1,10.26,6.5,1.76,0
3829,127.2,21.62,130.7,11.11,229.7,10.34,11.2,3.02,0
3830,230.7,39.22,165.4,14.06,309.1,13.91,13.3,3.59,0
3831,228.3,38.81,152.6,12.97,309.7,13.94,3.7,1.0,0
3832,197.7,33.61,221.3,18.81,189.4,8.52,7.8,2.11,0
3833,273.7,46.53,153.3,13.03,259.0,11.66,3.8,1.03,0
3834,195.8,33.29,166.4,14.14,297.4,13.38,11.7,3.16,0
3835,190.5,32.39,164.2,13.96,110.8,4.99,11.4,3.08,0
3836,176.1,29.94,208.3,17.71,237.5,10.69,16.1,4.35,0
3837,210.4,35.77,172.4,14.65,240.0,10.8,11.7,3.16,0
3838,151.0,25.67,269.5,22.91,179.4,8.07,8.9,2.4,0
3839,144.3,24.53,331.3,28.16,155.3,6.99,11.8,3.19,0
3840,203.7,34.63,192.9,16.4,318.0,14.31,10.8,2.92,0
3841,210.1,35.72,177.3,15.07,130.2,5.86,13.3,3.59,1
3842,230.2,39.13,148.7,12.64,255.6,11.5,8.1,2.19,0
3843,121.9,20.72,225.4,19.16,90.8,4.09,13.0,3.51,0
3844,181.2,30.8,193.2,16.42,153.2,6.89,9.9,2.67,0
3845,201.5,34.26,124.2,10.56,239.9,10.8,11.5,3.11,0
3846,146.0,24.82,208.7,17.74,215.5,9.7,11.9,3.21,0
3847,105.3,17.9,187.2,15.91,206.4,9.29,11.1,3.0,1
3848,69.7,11.85,250.4,21.28,230.2,10.36,8.3,2.24,0
3849,208.1,35.38,188.0,15.98,162.0,7.29,4.6,1.24,0
3850,183.1,31.13,199.4,16.95,214.1,9.63,13.9,3.75,0
3851,148.7,25.28,198.6,16.88,187.0,8.41,10.4,2.81,1
3852,240.1,40.82,271.2,23.05,132.7,5.97,17.2,4.64,1
3853,126.4,21.49,189.7,16.12,233.6,10.51,12.0,3.24,0
3854,156.0,26.52,160.5,13.64,206.6,9.3,7.1,1.92,1
3855,180.2,30.63,83.4,7.09,245.3,11.04,11.9,3.21,0
3856,172.0,29.24,224.0,19.04,177.3,7.98,7.4,2.0,0
3857,231.6,39.37,223.3,18.98,212.0,9.54,8.9,2.4,0
3858,42.1,7.16,183.3,15.58,158.7,7.14,10.0,2.7,0
3859,136.6,23.22,80.6,6.85,201.7,9.08,9.9,2.67,0
3860,155.6,26.45,240.1,20.41,230.8,10.39,10.8,2.92,0
3861,234.6,39.88,200.7,17.06,171.1,7.7,8.1,2.19,0
3862,115.5,19.64,226.2,19.23,179.1,8.06,13.6,3.67,0
3863,159.0,27.03,126.3,10.74,206.8,9.31,7.4,2.0,0
3864,286.6,48.72,101.0,8.59,199.6,8.98,13.2,3.56,0
3865,174.5,29.67,232.7,19.78,101.5,4.57,12.4,3.35,0
3866,181.9,30.92,233.5,19.85,194.6,8.76,8.1,2.19,0
3867,192.6,32.74,223.3,18.98,187.0,8.41,4.2,1.13,0
3868,235.0,39.95,267.3,22.72,222.1,9.99,5.3,1.43,1
3869,187.8,31.93,246.0,20.91,175.9,7.92,10.5,2.84,0
3870,167.1,28.41,131.6,11.19,242.6,10.92,10.4,2.81,0
3871,212.3,36.09,238.0,20.23,332.8,14.98,10.4,2.81,0
3872,227.4,38.66,146.4,12.44,211.4,9.51,8.3,2.24,0
3873,162.5,27.63,165.4,14.06,163.7,7.37,13.4,3.62,1
3874,164.2,27.91,232.2,19.74,198.8,8.95,6.5,1.76,0
3875,172.4,29.31,205.6,17.48,245.8,11.06,9.1,2.46,0
3876,259.6,44.13,233.9,19.88,140.6,6.33,13.0,3.51,0
3877,159.4,27.1,91.0,7.74,199.5,8.98,10.0,2.7,0
3878,69.5,11.82,220.9,18.78,218.5,9.83,11.9,3.21,0
3879,166.5,28.31,268.4,22.81,126.2,5.68,10.2,2.75,0
3880,134.4,22.85,136.2,11.58,215.6,9.7,9.7,2.62,0
3881,205.2,34.88,231.7,19.69,180.3,8.11,10.6,2.86,0
3882,132.3,22.49,273.4,23.24,195.7,8.81,14.8,4.0,0
3883,140.3,23.85,294.8,25.06,153.5,6.91,11.7,3.16,0
3884,284.6,48.38,141.8,12.05,127.4,5.73,12.6,3.4,0
3885,189.3,32.18,221.3,18.81,325.6,14.65,13.8,3.73,0
3886,184.6,31.38,193.7,16.46,283.5,12.76,5.9,1.59,0
3887,161.6,27.47,223.9,19.03,240.6,10.83,6.8,1.84,0
3888,268.5,45.65,128.8,10.95,146.4,6.59,12.7,3.43,0
3889,178.0,30.26,233.6,19.86,175.6,7.9,6.3,1.7,0
3890,215.6,36.65,171.6,14.59,110.4,4.97,11.3,3.05,0
3891,253.9,43.16,184.2,15.66,174.3,7.84,0.4,0.11,0
3892,182.8,31.08,229.3,19.49,313.8,14.12,11.3,3.05,0
3893,120.0,20.4,213.6,18.16,312.9,14.08,7.5,2.03,0
3894,138.7,23.58,280.3,23.83,206.7,9.3,10.4,2.81,0
3895,189.0,32.13,179.2,15.23,186.8,8.41,11.1,3.0,0
3896,134.6,22.88,175.1,14.88,201.1,9.05,8.9,2.4,0
3897,181.4,30.84,145.8,12.39,200.3,9.01,7.9,2.13,0
3898,194.6,33.08,199.8,16.98,189.6,8.53,10.1,2.73,0
3899,268.1,45.58,216.6,18.41,359.9,16.2,11.4,3.08,0
3900,205.2,34.88,200.8,17.07,251.1,11.3,11.2,3.02,0
3901,302.8,51.48,189.8,16.13,214.9,9.67,10.9,2.94,1
3902,213.2,36.24,224.0,19.04,137.8,6.2,12.5,3.38,0
3903,192.0,32.64,140.4,11.93,190.1,8.55,7.6,2.05,0
3904,107.9,18.34,166.9,14.19,208.5,9.38,9.7,2.62,0
3905,181.7,30.89,216.3,18.39,317.9,14.31,12.4,3.35,0
3906,191.8,32.61,148.7,12.64,234.8,10.57,19.3,5.21,0
3907,180.2,30.63,167.7,14.25,203.1,9.14,14.6,3.94,0
3908,215.1,36.57,249.4,21.2,249.9,11.25,10.8,2.92,0
3909,234.6,39.88,214.9,18.27,196.7,8.85,8.0,2.16,1
3910,158.2,26.89,213.2,18.12,190.4,8.57,8.5,2.3,0
3911,204.2,34.71,188.9,16.06,231.2,10.4,6.5,1.76,0
3912,221.8,37.71,108.2,9.2,207.1,9.32,12.1,3.27,0
3913,183.0,31.11,187.0,15.9,181.1,8.15,10.2,2.75,0
3914,221.5,37.66,109.5,9.31,134.6,6.06,11.6,3.13,0
3915,228.1,38.78,176.3,14.99,224.5,10.1,7.5,2.03,0
3916,197.7,33.61,188.8,16.05,254.6,11.46,19.2,5.18,1
3917,135.1,22.97,238.4,20.26,286.4,12.89,11.0,2.97,0
3918,238.3,40.51,258.1,21.94,194.9,8.77,13.1,3.54,0
3919,196.2,33.35,194.8,16.56,243.0,10.93,10.5,2.84,0
3920,205.9,35.0,298.4,25.36,142.1,6.39,12.3,3.32,0
3921,174.1,29.6,174.6,14.84,182.7,8.22,9.3,2.51,0
3922,154.6,26.28,147.3,12.52,132.9,5.98,6.9,1.86,0
3923,186.2,31.65,145.3,12.35,142.8,6.43,10.9,2.94,0
3924,176.1,29.94,162.0,13.77,160.9,7.24,11.9,3.21,0
3925,156.6,26.62,193.1,16.41,179.8,8.09,12.6,3.4,0
3926,163.0,27.71,238.4,20.26,171.8,7.73,11.3,3.05,0
3927,103.6,17.61,238.5,20.27,186.9,8.41,11.0,2.97,0
3928,162.1,27.56,217.6,18.5,264.1,11.88,7.7,2.08,0
3929,149.2,25.36,210.6,17.9,290.5,13.07,9.4,2.54,0
3930,187.3,31.84,177.1,15.05,269.2,12.11,9.5,2.57,0
3931,222.4,37.81,286.3,24.34,300.8,13.54,9.9,2.67,1
3932,82.7,14.06,157.5,13.39,205.9,9.27,10.6,2.86,1
3933,215.2,36.58,133.1,11.31,205.1,9.23,10.9,2.94,0
3934,136.8,23.26,200.3,17.03,199.0,8.96,8.0,2.16,0
3935,168.0,28.56,190.8,16.22,196.9,8.86,7.1,1.92,0
3936,62.4,10.61,237.6,20.2,193.4,8.7,7.8,2.11,0
3937,226.0,38.42,149.8,12.73,184.9,8.32,11.5,3.11,0
3938,52.2,8.87,128.8,10.95,141.7,6.38,9.4,2.54,0
3939,205.7,34.97,221.4,18.82,206.2,9.28,14.2,3.83,0
3940,184.8,31.42,195.0,16.58,130.1,5.85,11.6,3.13,0
3941,193.1,32.83,206.4,17.54,215.9,9.72,11.1,3.0,0
3942,228.3,38.81,141.9,12.06,268.6,12.09,9.7,2.62,0
3943,225.5,38.34,229.3,19.49,134.0,6.03,11.6,3.13,0
3944,215.4,36.62,138.2,11.75,237.1,10.67,12.5,3.38,0
3945,163.5,27.8,187.1,15.9,179.1,8.06,10.3,2.78,0
3946,244.7,41.6,203.1,17.26,222.0,9.99,7.4,2.0,0
3947,216.7,36.84,152.7,12.98,181.2,8.15,11.6,3.13,0
3948,196.8,33.46,173.5,14.75,274.7,12.36,14.6,3.94,0
3949,197.3,33.54,202.4,17.2,290.5,13.07,15.3,4.13,0
3950,208.7,35.48,233.4,19.84,108.8,4.9,9.1,2.46,0
3951,168.4,28.63,187.5,15.94,204.5,9.2,9.8,2.65,0
3952,129.4,22.0,251.3,21.36,157.1,7.07,10.4,2.81,0
3953,260.9,44.35,152.8,12.99,212.6,9.57,11.1,3.0,0
3954,267.9,45.54,145.4,12.36,273.3,12.3,14.9,4.02,1
3955,172.7,29.36,344.0,29.24,301.6,13.57,5.5,1.49,0
3956,159.1,27.05,239.8,20.38,249.0,11.21,8.5,2.3,0
3957,166.8,28.36,212.4,18.05,194.7,8.76,12.4,3.35,0
3958,145.7,24.77,202.9,17.25,212.4,9.56,9.5,2.57,0
3959,129.4,22.0,199.0,16.92,142.4,6.41,12.3,3.32,0
3960,171.5,29.16,261.0,22.19,328.8,14.8,10.2,2.75,0
3961,180.6,30.7,216.6,18.41,101.0,4.55,10.6,2.86,1
3962,225.7,38.37,223.9,19.03,192.7,8.67,11.2,3.02,0
3963,153.8,26.15,304.4,25.87,185.0,8.32,8.4,2.27,0
3964,176.9,30.07,274.3,23.32,115.3,5.19,11.0,2.97,0
3965,250.5,42.59,146.1,12.42,164.2,7.39,8.4,2.27,0
3966,282.8,48.08,246.3,20.94,256.4,11.54,10.3,2.78,1
3967,142.6,24.24,286.8,24.38,222.2,10.0,14.8,4.0,0
3968,276.1,46.94,123.5,10.5,261.9,11.79,11.9,3.21,0
3969,154.3,26.23,262.3,22.3,235.3,10.59,13.9,3.75,0
3970,181.0,30.77,222.5,18.91,217.8,9.8,11.1,3.0,0
3971,108.1,18.38,146.9,12.49,197.6,8.89,9.0,2.43,0
3972,252.1,42.86,215.7,18.33,135.7,6.11,5.1,1.38,0
3973,160.1,27.22,208.7,17.74,199.7,8.99,7.6,2.05,1
3974,217.6,36.99,169.4,14.4,248.9,11.2,12.7,3.43,0
3975,198.3,33.71,157.2,13.36,180.9,8.14,11.1,3.0,0
3976,190.3,32.35,279.0,23.72,133.8,6.02,8.4,2.27,0
3977,184.7,31.4,168.0,14.28,176.1,7.92,8.7,2.35,0
3978,159.4,27.1,269.3,22.89,179.8,8.09,13.7,3.7,1
3979,125.1,21.27,246.6,20.96,235.4,10.59,12.1,3.27,0
3980,181.3,30.82,200.5,17.04,226.9,10.21,10.9,2.94,0
3981,99.8,16.97,253.6,21.56,112.5,5.06,7.5,2.03,0
3982,254.8,43.32,153.5,13.05,217.6,9.79,9.0,2.43,0
3983,244.5,41.57,206.2,17.53,299.8,13.49,7.6,2.05,1
3984,167.7,28.51,179.9,15.29,166.5,7.49,10.9,2.94,0
3985,79.5,13.52,164.1,13.95,121.8,5.48,11.7,3.16,0
3986,133.0,22.61,196.6,16.71,181.0,8.15,9.9,2.67,1
3987,297.2,50.52,188.8,16.05,188.9,8.5,12.4,3.35,1
3988,214.9,36.53,197.7,16.8,153.1,6.89,11.9,3.21,0
3989,269.9,45.88,37.8,3.21,166.6,7.5,13.8,3.73,0
3990,143.8,24.45,199.6,16.97,177.8,8.0,7.8,2.11,0
3991,132.2,22.47,169.9,14.44,150.1,6.75,12.9,3.48,1
3992,162.8,27.68,163.2,13.87,242.4,10.91,14.2,3.83,0
3993,351.5,59.76,206.8,17.58,275.8,12.41,11.9,3.21,1
3994,165.8,28.19,132.0,11.22,323.2,14.54,10.7,2.89,0
3995,195.7,33.27,208.8,17.75,177.0,7.97,11.7,3.16,0
3996,250.6,42.6,41.7,3.54,186.2,8.38,9.7,2.62,0
3997,141.9,24.12,166.2,14.13,223.5,10.06,9.2,2.48,0
3998,168.5,28.65,203.9,17.33,199.1,8.96,8.1,2.19,0
3999,127.6,21.69,235.2,19.99,195.0,8.78,10.1,2.73,0
4000,197.2,33.52,168.1,14.29,209.8,9.44,4.2,1.13,0
4001,217.4,36.96,246.2,20.93,127.0,5.72,7.5,2.03,0
4002,97.2,16.52,243.7,20.71,235.0,10.58,10.1,2.73,1
4003,87.7,14.91,218.3,18.56,173.1,7.79,12.3,3.32,0
4004,186.4,31.69,206.9,17.59,150.6,6.78,12.1,3.27,0
4005,180.0,30.6,212.9,18.1,182.3,8.2,11.8,3.19,0
4006,232.4,39.51,191.0,16.24,213.0,9.58,7.7,2.08,0
4007,151.6,25.77,198.1,16.84,173.4,7.8,11.6,3.13,0
4008,172.2,29.27,214.9,18.27,184.3,8.29,11.1,3.0,0
4009,260.9,44.35,174.2,14.81,262.8,11.83,10.6,2.86,0
4010,124.4,21.15,196.1,16.67,166.1,7.47,10.2,2.75,0
4011,126.8,21.56,144.1,12.25,249.6,11.23,11.4,3.08,0
4012,110.0,18.7,181.9,15.46,208.0,9.36,11.7,3.16,0
4013,231.1,39.29,182.4,15.5,227.2,10.22,9.8,2.65,0
4014,187.4,31.86,144.6,12.29,235.7,10.61,10.2,2.75,0
4015,166.4,28.29,76.8,6.53,260.1,11.7,10.9,2.94,0
4016,172.5,29.33,198.5,16.87,230.2,10.36,12.6,3.4,0
4017,141.8,24.11,191.3,16.26,133.6,6.01,10.9,2.94,0
4018,159.5,27.12,140.7,11.96,176.3,7.93,5.4,1.46,1
4019,218.9,37.21,237.5,20.19,189.7,8.54,11.0,2.97,0
4020,138.7,23.58,257.5,21.89,165.6,7.45,7.8,2.11,0
4021,158.1,26.88,315.1,26.78,176.1,7.92,13.9,3.75,1
4022,97.9,16.64,173.0,14.71,262.2,11.8,9.2,2.48,0
4023,103.5,17.6,174.1,14.8,248.2,11.17,11.7,3.16,1
4024,206.3,35.07,223.5,19.0,234.3,10.54,8.1,2.19,0
4025,211.5,35.96,183.9,15.63,186.2,8.38,13.5,3.65,0
4026,229.2,38.96,163.9,13.93,190.1,8.55,7.4,2.0,0
4027,125.0,21.25,294.5,25.03,205.7,9.26,10.2,2.75,1
4028,141.3,24.02,152.0,12.92,218.8,9.85,8.1,2.19,0
4029,119.0,20.23,144.3,12.27,199.7,8.99,8.8,2.38,0
4030,260.6,44.3,246.1,20.92,243.3,10.95,12.8,3.46,1
4031,149.2,25.36,112.8,9.59,156.3,7.03,12.2,3.29,0
4032,163.7,27.83,207.3,17.62,266.2,11.98,10.4,2.81,0
4033,223.0,37.91,218.7,18.59,138.6,6.24,11.6,3.13,0
4034,200.2,34.03,268.8,22.85,185.4,8.34,12.8,3.46,0
4035,248.6,42.26,199.1,16.92,112.5,5.06,6.5,1.76,0
4036,214.2,36.41,253.0,21.51,156.4,7.04,10.3,2.78,0
4037,245.6,41.75,173.0,14.71,111.8,5.03,14.2,3.83,0
4038,238.6,40.56,203.3,17.28,180.5,8.12,16.2,4.37,0
4039,86.1,14.64,227.9,19.37,225.8,10.16,9.1,2.46,0
4040,161.6,27.47,187.5,15.94,220.8,9.94,10.3,2.78,0
4041,257.9,43.84,220.7,18.76,225.4,10.14,16.8,4.54,1
4042,209.2,35.56,165.3,14.05,196.8,8.86,10.6,2.86,0
4043,214.0,36.38,245.3,20.85,205.6,9.25,10.3,2.78,0
4044,247.4,42.06,167.1,14.2,207.6,9.34,6.8,1.84,0
4045,196.0,33.32,194.7,16.55,150.8,6.79,9.6,2.59,0
4046,129.8,22.07,225.3,19.15,262.5,11.81,8.6,2.32,0
4047,239.1,40.65,180.1,15.31,259.2,11.66,14.0,3.78,0
4048,133.2,22.64,144.2,12.26,261.0,11.75,12.0,3.24,1
4049,135.7,23.07,243.0,20.66,209.3,9.42,12.2,3.29,0
4050,211.0,35.87,238.7,20.29,184.5,8.3,14.0,3.78,0
4051,135.2,22.98,285.9,24.3,228.1,10.26,10.0,2.7,0
4052,158.2,26.89,250.6,21.3,219.3,9.87,15.1,4.08,0
4053,140.8,23.94,212.5,18.06,141.7,6.38,6.4,1.73,1
